"","Brand","ItemDescription"
"831","Cd","Cigarette Packaging"
"832","Oh Yes","Plastic wrappers"
"833","Laima","Plastic wrappers"
"834","Floralis","Wet wipes packaging"
"835","Francis","Mayonnaise packaging"
"836","Pols","Icecream packaging"
"837","Maxima","Salad packaging"
"838","Big","Plastic wrappers"
"839","Cido","Tetra pak"
"840","Imunella","Tetra pak"
"841","Sadocok","Tetra pak"
"842","Fini","Plastic wrappers"
"843","Cheetos","Chips bag"
"844","Jersikas Chips","Chips bag"
"845","Bon Pari","Plastic wrappers"
"846","Coca Cola","Soft Drink Bottles"
"847","Eva","Plastic bottle"
"848","Fearless","Soft Drink Bottles"
"849","Mangero","Plastic bottle"
"850","Nutri Milk","Beverage"
"851","Pepsi","Soft Drink Bottles"
"852","Amstel","Malt Drink"
"853","Beta","Malt Drink"
"854","Dubic","Malt Drink"
"855","Dubic","Malt Drink"
"856","Dudu","Beverage"
"857","Event","Plastic bottle"
"858","Heineken","Beer"
"859","Hero","Beer"
"860","Mira","Plastic bottle"
"861","Parle","Biscuit"
"862","Yala","Biscuit"
"863","Mivina","Tomato paste"
"864","Mr. Fruts","Fruit Drink"
"865","Nestle","Biscuit"
"866","Nutri C","Drink"
"867","Oxford","Biscuit"
"868","Action Bitter","Hot Drink"
"869","Capitain Jack","Hot Drink"
"870","Golden Pennue Paster","Spghetti"
"871","Fabrique Par Nigeria Lt","Capri Sun"
"872","Indomie","Noodles"
"873","Tomy Tomy","Noodles"
"874","Cheese Balls","Cookies"
"875","Hayat Kinya","Diapers"
"876","Chioce Tomatoes","Tomato paste"
"877","Dano","Milk"
"878","Dettol","Disinfectants"
"879","Hypo","Bleach"
"880","La Mama","Tomato paste"
"881","Loyal","Milk"
"882","Milo","Beverage"
"883","Mivina","Tomato paste"
"884","Mr. Fruts","Fruit Drink"
"885","Nestle","Biscuit"
"886","Nutri C","Drink"
"887","Oxford","Biscuit"
"888","Titus","Can Food"
"889","Wazobia","Bread"
"890","Family Care Cream","Body Cream"
"891","Oral B","Tooth Paste"
"892","Gino Tomato","Tomato"
"893","Tast Tom","Tomato"
"894","Kings Oil","Vegetable Oil"
"895","Power Oil","Vegetable Oil"
"896","Milkose","Sweet"
"897","Loli Pop","Sweet"
"898","Sachets","Water"
"899","Container","Water Can"
"900","Good Mama","Deteregent"
"901","Premier Cool","Soap"
"902","Jik","Bleach"
"903","Hapic","Hapic"
"904","Buckets","Bucket"
"905","Jug","Water Jug"
"906","Net","Mosquito Net"
"907","Materials","Wears"
"908","Shoes","Foot Wears"
"909","Niddle And Srings","For Injection"
"910","Drip Set","Infusion Drip"
"911","Disk","Sweet"
"912","La Doo Waters Nig","Sachets"
"913","Barna Water Nig","Sachets"
"914","Coca Cola","Plastic bottle"
"915","7Up Nigeria Ltd","Plastic bottle"
"916","Cu-Bas Intl Nig Ltd","INCESTICIDE CONTAINER"
"917","Michelle Laboratories Ltd","DRUG BOTTLE"
"918","Close Up","TOOTHPASTE"
"919","Omo","DETERGENT POUCH"
"920","Ivory","PAD"
"921","Royal Crown Cola","Plastic bottle"
"922","Dettol","Plastic wrappers"
"923","Dettol","Plastic bottle"
"924","Bensons","Cigarette Packaging"
"925","Others","FOOD CONTAINERS"
"926","Unknown","Plastic Bags"
"927","Unknown","Plastic Bags"
"928","Unknown","PLASTIC CUPS"
"929","Sprite","CAN"
"930","Master Chef","Plastic wrappers"
"931","Ok Foods","Plastic wrappers"
"932","Peak Milk","Plastic wrappers"
"933","Sweetco Foods Ltd","Plastic wrappers"
"934","Niger Biscuitc Co. Ltd","Plastic wrappers"
"935","Tito Youghurt","Plastic bottle"
"936","Lays","Chips bag"
"937","Kurkure","Chips bag"
"938","Pepsi","soda bottle"
"939","Aquafina","water bottle"
"940","7Up","soda bottle"
"941","Mirinda","soda bottle"
"942","Gatorade","soda bottle"
"943","Coke","soda bottle"
"944","Sprite","soda bottle"
"945","Fanta","soda bottle"
"946","Kinley","water bottle"
"947","Maaza","juice bottle"
"948","Minute Maid","juice bottle"
"949","Britannia","biscuits"
"950","Maggie","noodles"
"951","Nestlé","biscuits"
"952","Munch","chocolate bar"
"953","Nestlé","milk carton"
"954","Center Fruit","chewing-gum"
"955","Center Fresh","chewing-gum"
"956","Happy Dent","chewing-gum"
"957","Mentos","candy"
"958","Chupa Chups","candy"
"959","Alpenliebe","candy"
"960","Cadburry","chocolate bar/sweets"
"961","Halls","mouth freshner"
"962","Oreo","biscuits"
"963","Vicks","candies"
"964","Lux","soap"
"965","Lifebuoy","soap"
"966","Rin","washing powder"
"967","Surf Excel","soap"
"968","Lipton","tea"
"969","Horlicks","food packet"
"970","Mars, Bounty, Snickers...","chocolate bar"
"971","Wrigley","chewing-gum"
"972","Orbit","chewing-gum"
"973","Happy Happy","biscuits"
"974","Hide And Seek","biscuits"
"975","Appy","juice pack"
"976","Appy","juice bottle"
"977","Parle-G","biscuits"
"978","Frooti","juice pack"
"979","Fizz","juice bottle"
"980","Bingo","Chips bag"
"981","Goldflake","cigarets"
"982","Dark Fantasy","biscuits"
"983","Gumon","chewing-gum"
"984","Candy Man","candy"
"985","Sun Feast","biscuits"
"986","Tetley'S","tea sack"
"987","Chik","Sachets"
"988","Cavin'S","food packet"
"989","Ruchi","pickles"
"990","Himalaya","medical"
"991","Dispo Van","syringe pack"
"992","Aachi","spices"
"993","Anni","mouth freshner"
"994","Pass Pass","mouth freshner"
"995","Chingles Maxi","chewing-gum"
"996","Too Yumm!","Chips bag"
"997","Bisleri","water bottle"
"998","Rusi","milk package"
"999","Haldiram'S","snack packet"
"1000","Anil","food packet"
"1001","Vijay'S Sweet","Indian sweets"
"1002","Foodcoast","Ketchup"
"1003","Cbl Munchee","Crackers"
"1004","Richoco","chocolate"
"1005","Nizam","chewing tobacco"
"1006","Hans","chewing tobacco"
"1007","Cycle Brand","chewing tobacco"
"1008","Unknown","chewing tobacco"
"1009","Lavian","chewing tobacco"
"1010","Meenaie","chewing tobacco"
"1011","Vsn","chewing tobacco"
"1012","Anandam Supari","chewing tobacco"
"1013","Mini Kutti Bidi","cigaret pack"
"1014","Scissors","cigaret pack"
"1015","Total","cigaret pack"
"1016","Players","cigaret pack"
"1017","Unknown","tobacco"
"1018","Cool Lip","tobacco"
"1019","Unknown","grain packet"
"1020","Unknown","water bottle"
"1021","Unknown","idly mix"
"1022","Auroville Health Products","Kombucha"
"1023","Unknown","Kombucha"
"1024","Unknown","clear plastic"
"1025","Unknown","Plastic bottle"
"1026","Maroma Auroville","Bodyspray"
"1027","Xxx","Brandy bottle"
"1028","Mc Dowell'S","Brandy bottle"
"1029","Mansion House","Brandy bottle"
"1030","Other","Brandy bottle"
"1031","Jinthaa","Plastic bottle"
"1032","Lehar","Plastic bottle"
"1033","Neon","Plastic bottle"
"1034","Unknown","Plastic bottle"
"1035","Swiss Fresh","water bottle"
"1036","Biscare","water bottle"
"1037","Richie","water bottle"
"1038","Sun Aqua","water bottle"
"1039","Everdrink","water bottle"
"1040","Everydrink","water bottle"
"1041","Classique","water bottle"
"1042","Sabols","water bottle"
"1043","Aurofina","water bottle"
"1044","Ashwin","water bottle"
"1045","Arun","Lemon drink"
"1046","Boronto","soda bottle"
"1047","Gold Fresh","mango drink"
"1048","Bottle Caps","bottle caps"
"1049","Arcd","water pack"
"1050","Swiss","water pack"
"1051","Reaf","water pack"
"1052","Aqua French","water pack"
"1053","Arcti","water"
"1054","Plastic Cups","Plastic cups"
"1055","Local Snack Packets","snacks"
"1056","Unknown","Footwear"
"1057","Unknown","cement bags"
"1058","Durex","condoms"
"1059","Kama Sutra","condoms"
"1060","Manforce","condoms"
"1061","Score","condoms"
"1062","Invigra","condoms"
"1063","Vigora","condoms"
"1064","Anchor","electronics"
"1065","Unknown","Rubber Pipe"
"1066","Pepe Silko Milko","chocolates"
"1067","Vitaaz","chocolates"
"1068","Boost","wash powder"
"1069","Sri Ganesh","Nuts"
"1070","Coramills","sweets"
"1071","Manama","sweets"
"1072","Ananda Bhavan","sweets"
"1073","Oshon","sweets"
"1074","Jk","sweets"
"1075","Allwin","sweets"
"1076","Veeba","Ketchup"
"1077","Vanitha","peanuts"
"1078","Jpack","Unknown"
"1079","Trayaji","Packaging PVC tubes"
"1080","Fresh Home Food","Parotha's"
"1081","Unknown","hysdrogen peroxide"
"1082","Pantene","Shampoo"
"1083","Amma","Popcorn"
"1084","Dabur","tooth paste HP"
"1085","Flubbers","Caramel"
"1086","Hatsun","milk packet"
"1087","Nandini","milk packet"
"1088","Milky Mist","milk packet"
"1089","Arogka","milk packet"
"1090","Tong","snacks"
"1091","Sumeru","food"
"1092","Loin Dal","dal"
"1093","Vanteshwara","snacks"
"1094","Richeese","cheese biscuits"
"1095","Idium","cooking oil"
"1096","Prega New","pregnancy test"
"1097","Rose","Dates"
"1098","Rathnas","sweets"
"1099","Eurori","chewing gum"
"1100","Coffee Toffee","sweets"
"1101","Oshon","sweets"
"1102","Kopiko","sweets"
"1103","Real Fruit","juice pack"
"1104","Clairs","drink"
"1105","Regalia","drink"
"1106","Joker","sweets"
"1107","Lotte","sweets"
"1108","Chelsea","sweets"
"1109","A2B","Daal packet"
"1110","Amma","Chips bag"
"1111","4700 Bc","Chips bag"
"1112","Port Wine","wine"
"1113","Funky","sweets"
"1114","Sun King","Plastic wrappers"
"1115","Avandraj","sweets"
"1116","137","latte bottle"
"1117","Sunlite","Oil"
"1118","Abi Fresh","mango juice"
"1119","Aroma","Dosai mix"
"1120","Ponlait","milk packet"
"1121","Svs","ground nut oil"
"1122","Sukhti","chilli powder"
"1123","Thumbs Up","Beverage"
"1124","Sbs","spices"
"1125","Amazon","package"
"1126","Colgate","toothbrush"
"1127","Naturo","snacks"
"1128","E Byte","Chips bag"
"1129","Asswins","snacks"
"1130","Silko Milko","chocolate"
"1131","Clinic Plus","Medi"
"1132","Aroma","Idli batter"
"1133","Gazza","Noodles"
"1134","Nivas","snacks"
"1135","Chefs Art","Chilli flakes"
"1136","Del Monte","Ketchup"
"1137","Other","small sweets"
"1138","Damaged Plastic Bags","Plastic Bags"
"1139","Unknown","cotton plug"
"1140","World Centric","plastic utensils (compostable"
"1141","Unknown","Plastic wrappers"
"1142","Greenware","Plastic lid (compostable)"
"1143","Marlboro","Cigarette Butts"
"1144","Mars Inc","Plastic wrappers"
"1145","Unknown","Duct tape"
"1146","Dunkin Donuts","Plastic cup"
"1147","General Mills","Plastic wrappers"
"1148","Camel","Cigarette Butts"
"1149","World Centric","Cold drink lid (compostable)"
"1150","Dr Mcgillicuddy","Nip (alcohol) container"
"1151","Red Gold Llc","Plastic wrappers"
"1152","Unknown","pen"
"1153","Unknown","Plastic wrappers"
"1154","Unknown","Plastic wrappers"
"1155","Unknown","Clear packing tape"
"1156","Greenware","Plastic cup (compostable)"
"1157","Unknown","Cigarette Butts"
"1158","Unknown","piece of cloth"
"1159","World Centric","Coffee cup lid (compostable)"
"1160","Baly Energy Drink","Bottle of an Energy Drink"
"1161","Baly Energy Drink","Bottle cap"
"1162","Coquetel Corote","Bottle of an Alcoholic Beverage"
"1163","Coquetel Corote","Bottle Cap"
"1164","Unknown","Plastic Cup"
"1165","Unknown","Plastic straw"
"1166","Unknown","Plastic Spoon"
"1167","Unknown","Plastic Knife"
"1168","Malboro + Dunhill + Gudang Garam","Cigarette Butts"
"1169","Gery Malkist","PT. Garuda Food"
"1170","Surya","PT. Gudang Garam"
"1171","Daipers","EMPTY"
"1172","Kardus/Cardboard","PT. Narmada"
"1173","Sakura Ku","UD. Kencana MM"
"1174","Yakult","PT. Yakult Indo"
"1175","Roma Malkist, Permen Kis, Kopiko","PT. Mayora"
"1176","Roti Jepang","EMPTY"
"1177","Cup-Cup, Wow","CRU Indonesia"
"1178","Kacang Garing","PT. Dua Kelinci"
"1179","Kemasan Penutup Pop Mie","Indofood"
"1180","Terasi Udang Mama Suka","PT. Selok Jaya"
"1181","Tissue Packaging For Gallon Sanitizer","PT. Narmada"
"1182","Kresek, Plastik, Bubble Wrap","EMPTY"
"1183","Tali Pancing","EMPTY"
"1184","Styrofoam/ Pengapung","EMPTY"
"1185","Plastik Cover Penutup Gallon","PT. Narmada"
"1186","Ntt Air Minela Cup","CV Sentosa Raya"
"1187","Nusra Air Mineral Cup","CV Inti Bumi"
"1188","Mof Air Mineral Cup","Pt Saputra Jaya"
"1189","Ewiti Air Mineral Cup","CV Gloria"
"1190","Cup Ice","EMPTY"
"1191","Ale-Ale","Wings Food"
"1192","The Rio","Wings Food"
"1193","Buavita","Unilever"
"1194","Milo Kotak","Nestle"
"1195","Indomilk","Indofood"
"1196","Bear Brand","Nestle"
"1197","Sampoerna","PT HM Sampoerna"
"1198","Gudang Garam","PT Gudang Garam"
"1199","Surya Pro","PT Gudang Garam"
"1200","Alice Ice","Pt Alice"
"1201","La Bold","PT Djarum"
"1202","Sendok Plastik","EMPTY"
"1203","Pipet Plastik","EMPTY"
"1204","Jasjus","Wing Food"
"1205","Aqua","EMPTY"
"1206","Pempers Sweety Pants","PT Santos"
"1207","Floridina","Wings Food"
"1208","The Botol","Sinar Sosro"
"1209","Bimoli Botol","EMPTY"
"1210","Golda Coffe","Wings Food"
"1211","Golco Minyak Goreng","PT Raja Kuning"
"1212","Kecap Rajaku","PT Wowin Purwoto"
"1213","Susu Tiga Sapi","Indofood"
"1214","Tiktak","PT Dua Kelinci"
"1215","Indomilk","Pt Indolakto"
"1216","Gudang Garam","Pt Gudang Garam"
"1217","Malboro","Pt Djarum"
"1218","Kris Bae Snack","Pt Philip Merior"
"1219","Better Snack","Pt Mayora"
"1220","Wafer Roma","Pt Mayora"
"1221","Malboro","EMPTY"
"1222","Roma Malkis","pt mayora"
"1223","Chocolatos","garudafood"
"1224","White Coffe","pt jaya prima"
"1225","Top Coffe","wingsfood"
"1226","Bebg-Beng Coklat","mayora"
"1227","Nescafe","nestle"
"1228","Sukro","Pt Dua Kelinci"
"1229","Kacang Polong Mas","Pt Dua kelinci"
"1230","Leo Snack Kentang","Pt Sinar Niaga"
"1231","Zuper Keju","Pt Mayora"
"1232","Pta Bee Kerupuk","Pt Calbe Wings"
"1233","Wafer Super Star","Pt Mayora"
"1234","Chitato","Indofood"
"1235","Siip Ricoco","Pt kaldu sari"
"1236","Potato Upin Ipin","Pt Sumber Ponjar"
"1237","Downy","Pt Protec"
"1238","Mama Lime","Pt Lion Wings"
"1239","Daia Lemon","Pt Sayap Mas"
"1240","Daia Detergen","Pt Wings"
"1241","So Klin","Pt Winhs"
"1242","Daia Putih","Pt Wings"
"1243","Permen Kiss","Mayora"
"1244","Kopiko","mayora"
"1245","Big Botol","Pt Pespetti"
"1246","Mentos Mint","Pt Perpetti"
"1247","Tamarin","mayora"
"1248","Foxt","nestle"
"1249","Tortila","Dua kelinci"
"1250","Blasto Fullo","Ultra Prima"
"1251","Abc Mocca","Pt Santos Jaya"
"1252","Mie Sedap","Wingsfood"
"1253","Masako","Adjinomoto"
"1254","Goriorio","Siantara Top"
"1255","Assorted Biscuit","Aneka Indo"
"1256","Jamu Tawon","Pt Maja Jay"
"1257","Permen Hot-Hot Pop","Bronson"
"1258","Ice Cream","Alice"
"1259","Roti Manis Duo","Cv jaya Abadi"
"1260","Sambal Terasi Abc","Pt Heinz"
"1261","Dencow","Nestle"
"1262","Kacang Bomda Rosta","Garudafod"
"1263","Choki-Choli","Mayora"
"1264","Bolu Lapis","Stanli Trijaya"
"1265","Pop Mie","Santos Top"
"1266","Kopi Tumbuk Tuju","Indo jaya"
"1267","Richoco Nabati","Kaldu sari"
"1268","Slay Olay","Mayora"
"1269","Colgate","Toothpaste"
"1270","Broli","Sachets"
"1271","Pampers Diapers","Babies nappies"
"1272","Raolfix","Babies nappies"
"1273","Elena Tomato","Sachets"
"1274","Broli","Sachets"
"1275","Maggi","cubes packaged"
"1276","Nido","Sachets"
"1277","Broli","Groundnut oil"
"1278","Nescafe","Sachets"
"1279","Marda","Detergent"
"1280","Tartina","chocolate"
"1281","Parfic Derma","Body lotion"
"1282","Atur","groundnut oil"
"1283","Dove","Sachets"
"1284","Pipe","pipe"
"1285","Citabac","Cigarette Butts"
"1286","Tangui","Mineral water"
"1287","Fermencam","Sachets"
"1288","Tampico","Sachets"
"1289","Cimencam","cement bags"
"1290","Plasticam","plastic packaging papers"
"1291","Naya","Biscuits"
"1292","Saba","Sachets"
"1293","Ok.Food","biscuits"
"1294","New Food","biscuits"
"1295","Planet","juice drink"
"1296","Every Month","sanitary pad"
"1297","Biopharma","body gel"
"1298","Soticam","yoghurt"
"1299","Molfix","Babies nappies"
"1300","Anna Super","hair mesh"
"1301","Brasserie Du Cameroon","juice drink"
"1302","Total Clean","detergent"
"1303","Toys","kid toys"
"1304","Ariel","detergent"
"1305","Azur","detergent"
"1306","Coca Cola/Brasserie","can drink"
"1307","Coca Cola/Brasserie","bottled drink"
"1308","Kiss","condoms"
"1309","Amie","sanitary pad"
"1310","Oridel","Babies nappies"
"1311","Supermont","mineral water bottles"
"1312","Opur","mineral water bottles"
"1313","Vitale","mineral water bottles"
"1314","Tino","Sachets"
"1315","Malta","can drink"
"1316","Gino","Sachets"
"1317","Mer Du Sud","canned fish"
"1318","Broli","canned tomatoe sauce"
"1319","Mayor","palm red oil"
"1320","Prudence Plus","condoms"
"1321","Hygienix","sanitary pad"
"1322","Ozil","detergent"
"1323","Faytex","sanitary pad"
"1324","Martinal","Sachets"
"1325","Mayo","sweet"
"1326","Opur","mineral water bottle"
"1327","Panzani","spaghetti packaging"
"1328","Forment Cam","Babies nappies"
"1329","Nestle","can packaging"
"1330","Super Star","hair mesh"
"1331","Chococam","mambo chocolate"
"1332","Cicam","cloth"
"1333","Bril","detergent"
"1334","Big Gum","gum"
"1335","Pasta","spaghetti"
"1336","Sivoderm","cosmetics"
"1337","Omo","detergent"
"1338","Blu","detergent"
"1339","Tampico","juice bottle"
"1340","Mor Fixe","Babies nappies"
"1341","Signale","Toothpaste"
"1342","Tomtom","sweet"
"1343","Oridelle","Babies nappies"
"1344","Cloud 9","Plastic wrappers"
"1345","Cream-O","Plastic wrappers"
"1346","Mang Juan'S Chicharon","Chips bag"
"1347","Wafrets","Plastic wrappers"
"1348","Wafrets","Main packaging (Bigger)"
"1349","Dewberry","Plastic wrappers"
"1350","Nova","Chips bag"
"1351","Fudgee Bar","Plastic wrappers"
"1352","Piattos","Chips bag"
"1353","Magic Junior","Plastic wrappers"
"1354","Nips","Plastic wrappers"
"1355","Cloud 9 Chocolate Milk Drink","Tetra pack with Straw"
"1356","X.O.","Plastic wrappers"
"1357","Oishi Pillows","Chips bag"
"1358","Oishi Bread Pan","Chips bag"
"1359","Oishi Prawn Crackers","Chips bag"
"1360","Oishi Cracklings","Chips bag"
"1361","Oishi Fishda","Chips bag"
"1362","Oishi Potato Crisps","Chips bag"
"1363","Oishi Potato Fries","Chip Bag"
"1364","Hi-Ro","Plastic wrappers"
"1365","Nissin Wafer Choco","Plastic wrappers"
"1366","Nissin Wafer Choco","Plastic wrappers"
"1367","Choco Mucho","Plastic wrappers"
"1368","Choco Mucho","Main packaging (Bigger)"
"1369","Cream-O","Main packaging (Bigger)"
"1370","Lemon Square Choo Choo","Main packaging (Bigger)"
"1371","Oreo","Main packaging (Bigger)"
"1372","Oreo","Plastic wrappers"
"1373","Chunkee","Plastic wrappers"
"1374","Combi","Plastic wrappers"
"1375","Wafer Time","Main packaging (Bigger)"
"1376","Wafer Time","Plastic wrappers"
"1377","Choo Choo Cake Bites","Plastic wrappers"
"1378","Whatta Tops","Plastic wrappers"
"1379","Rebisco Crackers","Plastic wrappers"
"1380","Hansel Crackers","Plastic wrappers"
"1381","Lava Cake","Plastic wrappers"
"1382","Rebisco Bravo","Plastic wrappers"
"1383","Butter Cream","Plastic wrappers"
"1384","Hansel Chocolate Sandwich","Plastic wrappers"
"1385","Rebisco Choco Sandwich","Plastic wrappers"
"1386","Rebisco Strawberry Sandwich","Plastic wrappers"
"1387","Doowee Donut","Plastic wrappers"
"1388","Hi-Ro","Main packaging (Bigger)"
"1389","Hershey'S Milk Chocolate","Plastic wrappers"
"1390","Hello Kitty Wet Wipes","Wet Wipes"
"1391","Keiko Jammin' Milkee Paste","Plastic wrappers"
"1392","Skyflakes Crackers","Plastic wrappers"
"1393","Tempura","Chip Bag"
"1394","Beng Beng","Medium"
"1395","Beng Beng","Small"
"1396","Butter Coconut","Medium"
"1397","Butter Coconut","Small"
"1398","Clover","Chip Bag"
"1399","Island Biscuit Choco Wafer","Plastic wrappers"
"1400","Lemon Square Cheesecake","Plastic wrappers"
"1401","Lucky Me Mami","Noodles"
"1402","Golden Premium","French Fries"
"1403","Nature'S Spring","Plastic bottle"
"1404","Unkown","Plastic Cups"
"1405","Unknown","Sando Bags"
"1406","Sm","Sando Bags"
"1407","Puregold","Sando Bags"
